DRUG	EXCIPIENT	CLASS	SIZE_REDUCTION	RADIUS
Etravirine	menthol	0	nan	nan
Etravirine	alpha-terpineol	0	nan	nan
Etravirine	fenchyl_alcohol	0	nan	nan
Etravirine	biotin	0	nan	nan
Etravirine	xylitol	0	nan	nan
Etravirine	trans-cinnamic_acid	0	nan	nan
Etravirine	thimerosal	0	nan	nan
Etravirine	tyramine	0	nan	nan
Etravirine	fumaric_acid	0	nan	nan
Etravirine	congo_red	0	nan	nan
Etravirine	vanillin	0	nan	nan
Etravirine	saccharin	0	nan	nan
Etravirine	allantoin	0	nan	nan
Etravirine	vitamin_A_palmitate	0	nan	nan
Etravirine	acetylcholine_chloride	0	nan	nan
Etravirine	dibutyl_phthalate	0	nan	nan
Etravirine	trometamol	0	nan	nan
Etravirine	benzoyl_peroxide	0	nan	nan
Etravirine	triethyl_citrate	0	nan	nan
Etravirine	triacetin	0	nan	nan
Etravirine	glycerol	0	nan	nan
Etravirine	propylene_glycol	0	nan	nan
Etravirine	mebendazole	0	nan	nan
Etravirine	L-proline	0	nan	nan
Etravirine	L-lysine	0	nan	nan
Etravirine	L-ascorbic_acid	0	nan	nan
Etravirine	stearic_acid	0	nan	nan
Etravirine	(R)-(+)-Limonene	0	nan	nan
Etravirine	meglumine	0	nan	nan
Etravirine	hydrochlorothiazide	0	nan	nan
Etravirine	ketoprofen	0	nan	nan
Etravirine	memantine_hydrochloride	0	nan	nan
Etravirine	naproxen_sodium	0	nan	nan
Etravirine	mannitol	0	nan	nan
Etravirine	D-sorbitol	0	nan	nan
Etravirine	tannic_acid	0	nan	nan
Etravirine	rhodamine_B	0	nan	nan
Etravirine	moxifloxacin	0	nan	nan
Etravirine	ciprofloxacin	0	nan	nan
Etravirine	certirizine	0	nan	nan
Etravirine	budesonide	1	0.477067977	233
Etravirine	etidronic_acid	0	nan	nan
Etravirine	emtricitabine	0	nan	nan
Etravirine	metoprolol(+)-tartrate	0	nan	nan
Etravirine	phenytoin	0	nan	nan
Etravirine	propranolol_hydrochloride	0	nan	nan
Etravirine	captan	0	nan	nan
Etravirine	neotame	0	nan	nan
Etravirine	alendronate_sodium	0	nan	nan
Etravirine	piroxicam	0	nan	nan
Etravirine	desipramine_hydrochloride	0	nan	nan
Etravirine	nadolol	0	nan	nan
Etravirine	omeprazole	0	nan	nan
Etravirine	labetalol_hydrochloride	0	nan	nan
Etravirine	prednisone	0	nan	nan
Etravirine	risperidone	0	nan	nan
Etravirine	fluconazole	0	nan	nan
Etravirine	methotrexate_hydrate	0	nan	nan
Etravirine	tenofovir_alafenamide	0	nan	nan
Etravirine	carbamazepine	1	0.10974611	53.6
Clofazimine	caffeine	0	nan	nan
Clofazimine	succinic_acid	0	nan	nan
Clofazimine	octyl_gallate	0	nan	nan
Clofazimine	DL-malic_acid	0	nan	nan
Clofazimine	adipic_acid	0	nan	nan
Clofazimine	Triazabicyclodecene	0	nan	nan
Clofazimine	DBU	0	nan	nan
Clofazimine	L-asparagine	0	nan	nan
Clofazimine	theobromine	0	nan	nan
Clofazimine	3,3'-thiodipropionic_acid	0	nan	nan
Clofazimine	theophylline	0	nan	nan
Clofazimine	borneol	0	nan	nan
Clofazimine	cinnamaldehyde	0	nan	nan
Clofazimine	aspartame	0	nan	nan
Clofazimine	squalene	0	nan	nan
Clofazimine	benzaldehyde	0	nan	nan
Clofazimine	sodium_deoxycholate	0	nan	nan
Clofazimine	cholic_acid	0	nan	nan
Clofazimine	glycocholic_acid	0	nan	nan
Clofazimine	sucrose_octaacetate	0	nan	nan
Clofazimine	trans_anethole	0	nan	nan
Clofazimine	indomethacin	1	0.411225997	139.2
Clofazimine	terpinyl_butyrate	0	nan	nan
Clofazimine	hydrocortisone	0	nan	nan
Clofazimine	candesartan_cilexetil	1	0.362924668	122.85
Clofazimine	neohesperidin_DC	0	nan	nan
Clofazimine	ursodiol	0	nan	nan
Clofazimine	diclofenac	0	nan	nan
Clofazimine	eucalyptol	0	nan	nan
Clofazimine	beta_carotene	0	nan	nan
Clofazimine	menthol	0	nan	nan
Clofazimine	alpha-terpineol	0	nan	nan
Clofazimine	fenchyl_alcohol	0	nan	nan
Clofazimine	biotin	0	nan	nan
Clofazimine	xylitol	0	nan	nan
Clofazimine	trans-cinnamic_acid	0	nan	nan
Clofazimine	thimerosal	0	nan	nan
Clofazimine	tyramine	0	nan	nan
Clofazimine	fumaric_acid	0	nan	nan
Clofazimine	congo_red	0	nan	nan
Clofazimine	vanillin	0	nan	nan
Clofazimine	saccharin	0	nan	nan
Clofazimine	allantoin	0	nan	nan
Clofazimine	vitamin_A_palmitate	0	nan	nan
Clofazimine	acetylcholine_chloride	0	nan	nan
Clofazimine	dibutyl_phthalate	0	nan	nan
Clofazimine	trometamol	0	nan	nan
Clofazimine	benzoyl_peroxide	0	nan	nan
Clofazimine	triethyl_citrate	0	nan	nan
Clofazimine	triacetin	0	nan	nan
Clofazimine	glycerol	0	nan	nan
Clofazimine	propylene_glycol	0	nan	nan
Clofazimine	mebendazole	1	0.492023634	166.55
Clofazimine	L-proline	0	nan	nan
Clofazimine	L-lysine	0	nan	nan
Clofazimine	L-ascorbic_acid	0	nan	nan
Clofazimine	stearic_acid	0	nan	nan
Clofazimine	(R)-(+)-Limonene	0	nan	nan
Clofazimine	meglumine	0	nan	nan
Clofazimine	hydrochlorothiazide	0	nan	nan
Clofazimine	ketoprofen	0	nan	nan
Clofazimine	memantine_hydrochloride	0	nan	nan
Clofazimine	naproxen_sodium	0	nan	nan
Clofazimine	mannitol	0	nan	nan
Clofazimine	D-sorbitol	0	nan	nan
Clofazimine	tannic_acid	0	nan	nan
Clofazimine	rhodamine_B	0	nan	nan
Clofazimine	moxifloxacin	0	nan	nan
Clofazimine	ciprofloxacin	0	nan	nan
Clofazimine	certirizine	0	nan	nan
Clofazimine	budesonide	0	nan	nan
Clofazimine	etidronic_acid	0	nan	nan
Clofazimine	emtricitabine	0	nan	nan
Clofazimine	metoprolol(+)-tartrate	0	nan	nan
Clofazimine	phenytoin	0	nan	nan
Clofazimine	propranolol_hydrochloride	0	nan	nan
Clofazimine	captan	0	nan	nan
Clofazimine	neotame	0	nan	nan
Clofazimine	alendronate_sodium	0	nan	nan
Clofazimine	piroxicam	0	nan	nan
Clofazimine	desipramine_hydrochloride	0	nan	nan
Clofazimine	nadolol	0	nan	nan
Clofazimine	omeprazole	0	nan	nan
Clofazimine	labetalol_hydrochloride	0	nan	nan
Clofazimine	prednisone	0	nan	nan
Clofazimine	risperidone	0	nan	nan
Clofazimine	fluconazole	0	nan	nan
Clofazimine	methotrexate_hydrate	0	nan	nan
Clofazimine	tenofovir_alafenamide	0	nan	nan
Clofazimine	carbamazepine	0	nan	nan
Pranlukast	caffeine	0	nan	nan
Pranlukast	succinic_acid	0	nan	nan
Pranlukast	octyl_gallate	0	nan	nan
Pranlukast	DL-malic_acid	0	nan	nan
Pranlukast	adipic_acid	0	nan	nan
Pranlukast	Triazabicyclodecene	0	nan	nan
Pranlukast	DBU	0	nan	nan
Pranlukast	L-asparagine	0	nan	nan
Pranlukast	theobromine	0	nan	nan
Pranlukast	3,3'-thiodipropionic_acid	0	nan	nan
Pranlukast	theophylline	0	nan	nan
Pranlukast	borneol	0	nan	nan
Pranlukast	cinnamaldehyde	0	nan	nan
Pranlukast	aspartame	0	nan	nan
Pranlukast	squalene	0	nan	nan
Pranlukast	benzaldehyde	0	nan	nan
Pranlukast	sodium_deoxycholate	0	nan	nan
Pranlukast	cholic_acid	0	nan	nan
Pranlukast	glycocholic_acid	0	nan	nan
Pranlukast	sucrose_octaacetate	0	nan	nan
Pranlukast	trans_anethole	0	nan	nan
Pranlukast	indomethacin	0	nan	nan
Pranlukast	terpinyl_butyrate	0	nan	nan
Pranlukast	hydrocortisone	0	nan	nan
Pranlukast	candesartan_cilexetil	0	nan	nan
Pranlukast	neohesperidin_DC	0	nan	nan
Pranlukast	ursodiol	0	nan	nan
Pranlukast	diclofenac	0	nan	nan
Pranlukast	eucalyptol	0	nan	nan
Pranlukast	beta_carotene	0	nan	nan
Pranlukast	menthol	0	nan	nan
Pranlukast	alpha-terpineol	0	nan	nan
Pranlukast	fenchyl_alcohol	0	nan	nan
Pranlukast	biotin	0	nan	nan
Pranlukast	xylitol	0	nan	nan
Pranlukast	trans-cinnamic_acid	0	nan	nan
Pranlukast	thimerosal	0	nan	nan
Pranlukast	tyramine	0	nan	nan
Pranlukast	fumaric_acid	0	nan	nan
Pranlukast	congo_red	0	nan	nan
Pranlukast	vanillin	0	nan	nan
Pranlukast	saccharin	0	nan	nan
Pranlukast	allantoin	0	nan	nan
Pranlukast	vitamin_A_palmitate	0	nan	nan
Pranlukast	acetylcholine_chloride	0	nan	nan
Pranlukast	dibutyl_phthalate	0	nan	nan
Pranlukast	trometamol	0	nan	nan
Pranlukast	benzoyl_peroxide	0	nan	nan
Pranlukast	triethyl_citrate	0	nan	nan
Pranlukast	triacetin	0	nan	nan
Pranlukast	glycerol	0	nan	nan
Pranlukast	propylene_glycol	0	nan	nan
Pranlukast	mebendazole	0	nan	nan
Pranlukast	L-proline	0	nan	nan
Pranlukast	L-lysine	0	nan	nan
Pranlukast	L-ascorbic_acid	0	nan	nan
Pranlukast	stearic_acid	0	nan	nan
Pranlukast	(R)-(+)-Limonene	0	nan	nan
Pranlukast	meglumine	0	nan	nan
Pranlukast	hydrochlorothiazide	0	nan	nan
Pranlukast	ketoprofen	0	nan	nan
Pranlukast	memantine_hydrochloride	0	nan	nan
Pranlukast	naproxen_sodium	0	nan	nan
Pranlukast	mannitol	0	nan	nan
Pranlukast	D-sorbitol	0	nan	nan
Pranlukast	tannic_acid	0	nan	nan
Pranlukast	rhodamine_B	0	nan	nan
Pranlukast	moxifloxacin	0	nan	nan
Pranlukast	ciprofloxacin	0	nan	nan
Pranlukast	certirizine	0	nan	nan
Pranlukast	budesonide	0	nan	nan
Pranlukast	etidronic_acid	0	nan	nan
Pranlukast	emtricitabine	0	nan	nan
Pranlukast	metoprolol(+)-tartrate	0	nan	nan
Pranlukast	phenytoin	0	nan	nan
Pranlukast	propranolol_hydrochloride	0	nan	nan
Pranlukast	captan	0	nan	nan
Pranlukast	neotame	0	nan	nan
Pranlukast	alendronate_sodium	0	nan	nan
Pranlukast	piroxicam	0	nan	nan
Pranlukast	desipramine_hydrochloride	0	nan	nan
Pranlukast	nadolol	0	nan	nan
Pranlukast	omeprazole	0	nan	nan
Pranlukast	labetalol_hydrochloride	0	nan	nan
Pranlukast	prednisone	0	nan	nan
Pranlukast	risperidone	0	nan	nan
Pranlukast	fluconazole	0	nan	nan
Pranlukast	methotrexate_hydrate	0	nan	nan
Pranlukast	tenofovir_alafenamide	0	nan	nan
Pranlukast	carbamazepine	0	nan	nan
